url_length,domain_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_at_signs,num_slashes,num_equals,num_ampersands,num_percent,num_question,digit_ratio,letter_ratio,url_entropy,domain_entropy,num_subdomains,has_https,has_ip,has_port,has_at_sign,has_double_slash,domain_has_digit,too_many_subdomains,suspicious_tld,n_suspicious_keywords,has_suspicious_keyword,has_brand_in_domain,brand_impersonation,domain_age_days
32,12,7,0,4,0,0,0,3,0,0,0,0,0.4375,0.2812,3.9764,2.8554,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
47,15,25,0,4,0,0,0,4,0,0,0,0,0.383,0.4255,4.2485,2.6892,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
44,8,7,16,1,0,0,0,3,1,0,0,1,0.0,0.8182,4.3885,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
27,10,5,0,1,0,0,0,3,0,0,0,0,0.0,0.8148,3.6521,2.6464,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
22,2,8,0,1,0,0,0,3,0,0,0,0,0.0,0.7727,3.8797,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
25,13,5,0,3,0,0,0,3,0,0,0,0,0.44,0.28,3.9435,2.8731,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
43,4,7,16,2,0,0,0,3,1,0,0,1,0.0,0.7907,4.2863,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
34,13,9,0,1,1,0,0,3,0,0,0,0,0.0,0.8235,4.1241,3.3927,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
42,15,15,0,1,0,0,0,4,0,0,0,0,0.0,0.8571,4.0916,3.0566,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
27,12,2,0,3,0,0,0,3,0,0,0,0,0.5185,0.1852,3.5879,2.6887,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
34,9,13,0,1,0,0,0,4,0,0,0,0,0.0,0.8235,3.8888,2.9477,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
34,14,7,0,4,0,0,0,3,0,0,0,0,0.4706,0.2647,3.9176,2.6456,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
26,13,6,0,3,0,0,0,3,0,0,0,0,0.3846,0.3462,3.998,2.8151,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
37,9,16,0,1,0,0,0,4,0,0,0,0,0.0,0.8378,3.905,2.4194,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
26,15,4,0,3,0,0,0,3,0,0,0,0,0.4615,0.2692,3.8731,2.9232,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
36,9,12,0,2,0,0,0,3,0,0,0,0,0.0,0.8333,3.8984,2.7255,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.6335,2.4138,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
27,8,5,0,2,0,0,0,3,0,0,0,0,0.0,0.7778,3.8842,2.75,1,1,0,0,0,0,0,0,0,0,0,1,0,-1
28,13,2,0,3,0,0,0,3,0,0,0,0,0.5357,0.1786,3.6245,2.2878,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
37,3,22,0,1,1,0,0,5,0,0,0,0,0.1622,0.6216,4.1291,1.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
39,13,13,0,4,0,0,0,4,0,0,0,0,0.4103,0.3333,4.0034,2.7193,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
27,12,2,0,3,0,0,0,3,0,0,0,0,0.5185,0.1852,3.7821,2.8554,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
32,6,14,0,1,0,0,0,4,0,0,0,0,0.0,0.8125,3.9261,2.2516,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
33,13,7,0,4,0,0,0,3,0,0,0,0,0.4545,0.2727,3.9683,2.3535,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
24,6,7,0,1,0,0,0,3,0,0,0,0,0.0,0.7917,3.7721,2.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
25,7,6,0,1,0,0,0,3,0,0,0,0,0.0,0.8,3.9435,2.5216,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
27,12,2,0,3,0,0,0,3,0,0,0,0,0.5185,0.1852,3.7542,2.6258,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
30,5,14,0,1,0,0,0,4,0,0,0,0,0.0,0.8,4.0817,2.3219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
44,7,14,10,1,0,2,0,4,1,0,0,1,0.1591,0.6136,4.715,2.8074,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.7454,2.5567,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
30,15,2,0,3,0,0,0,3,0,0,0,0,0.5667,0.1667,3.7144,2.8226,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
37,17,9,0,1,1,0,0,3,0,0,0,0,0.0,0.8378,3.9492,3.1019,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
30,10,8,0,1,0,0,0,3,0,0,0,0,0.0,0.8333,3.7111,2.6464,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
28,13,2,0,3,0,0,0,3,0,0,0,0,0.5357,0.1786,3.5297,2.2878,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
35,15,7,0,4,0,0,0,3,0,0,0,0,0.4857,0.2571,3.9077,2.6062,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
28,11,10,0,4,0,0,0,3,0,0,0,0,0.3214,0.3929,4.2804,3.0272,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
32,15,10,0,4,0,0,0,3,0,0,0,0,0.375,0.375,4.2028,3.0062,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
43,8,24,0,1,2,0,0,4,0,0,0,0,0.093,0.7209,4.1444,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
28,13,2,0,3,0,0,0,3,0,0,0,0,0.5357,0.1786,3.744,2.6612,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
36,19,5,0,1,0,0,0,3,0,0,0,0,0.0,0.8611,4.128,3.4058,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
38,4,22,0,1,0,1,0,4,0,0,0,0,0.0,0.8158,4.1658,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
24,13,4,0,3,0,0,0,3,0,0,0,0,0.4167,0.2917,3.8554,2.8731,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
25,4,9,0,1,0,0,0,3,0,0,0,0,0.0,0.8,3.7035,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
32,12,7,0,4,0,0,0,3,0,0,0,0,0.4375,0.2812,3.6792,2.1258,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
28,13,2,0,3,0,0,0,3,0,0,0,0,0.5357,0.1786,3.5567,2.5074,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
25,14,4,0,3,0,0,0,3,0,0,0,0,0.52,0.2,3.4227,2.306,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
42,17,13,0,1,0,0,0,4,0,0,0,0,0.0,0.8571,3.9401,3.3372,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
45,5,28,0,1,1,0,0,4,0,0,0,0,0.0,0.8444,4.1082,2.3219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
31,9,10,0,1,0,0,0,3,0,0,0,0,0.0,0.8387,4.0582,2.6416,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,9,0,7,1,1,0,0,2,1,0,0,1,0.0,0.7586,4.0642,2.4194,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
39,14,13,0,4,0,0,0,3,0,0,0,0,0.4103,0.359,4.1698,2.6106,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
35,15,7,0,4,0,0,0,3,0,0,0,0,0.4857,0.2571,3.9789,2.4226,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
83,21,47,0,2,6,0,0,4,0,0,0,0,0.253,0.5904,4.649,3.4992,0,1,0,0,0,0,0,0,0,1,1,0,0,-1
28,13,2,0,3,0,0,0,3,0,0,0,0,0.5357,0.1786,3.8249,2.6612,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
32,8,0,12,1,0,0,0,2,1,0,0,1,0.0,0.8125,4.1639,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
36,6,13,0,2,0,0,0,3,0,0,0,0,0.0,0.8333,3.8401,2.2516,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
20,4,5,0,1,0,0,0,3,0,0,0,0,0.0,0.75,3.5842,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.6764,2.7534,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
27,12,2,0,3,0,0,0,3,0,0,0,0,0.5185,0.1852,3.7542,2.6258,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.7194,2.5027,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
42,19,11,0,1,0,0,0,4,0,0,0,0,0.0,0.8571,4.1596,3.2866,0,1,0,0,0,0,0,0,0,0,0,1,1,-1
25,3,11,0,1,0,0,0,4,0,0,0,0,0.0,0.76,3.8635,1.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
26,9,5,0,1,0,0,0,3,0,0,0,0,0.0,0.8077,3.7193,2.7255,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
46,9,14,10,1,1,2,0,4,1,0,0,1,0.1522,0.6087,4.7929,2.4194,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
43,13,23,0,5,0,0,0,4,0,0,0,0,0.2326,0.5349,4.3129,2.8151,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
34,10,12,0,1,0,0,0,4,0,0,0,0,0.1176,0.7059,4.1019,3.1219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
39,15,17,0,4,0,1,0,4,0,0,0,0,0.3077,0.4359,4.3943,3.0062,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
31,7,12,0,1,0,0,0,4,0,0,0,0,0.0968,0.7097,4.3492,2.5216,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
89,27,47,0,2,6,0,0,4,0,0,0,0,0.2247,0.6292,4.7345,3.8842,0,1,0,0,0,0,0,0,0,1,1,0,0,-1
35,14,14,0,5,2,0,0,3,0,0,0,0,0.3714,0.3143,4.0903,2.6106,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
29,11,6,0,1,0,0,0,3,0,0,0,0,0.0,0.8276,3.8539,2.8454,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
24,7,5,0,1,0,0,0,3,0,0,0,0,0.0,0.7917,3.7721,2.5216,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
27,5,10,0,1,0,0,0,3,0,0,0,0,0.0,0.8148,3.8842,2.3219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
32,12,7,0,4,0,0,0,3,0,0,0,0,0.4375,0.2812,3.8514,2.3554,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
25,13,5,0,3,0,0,0,3,0,0,0,0,0.44,0.28,3.8333,2.8731,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
26,6,6,0,2,0,0,0,3,0,0,0,0,0.0,0.7692,3.9501,2.2516,0,1,0,0,0,0,0,0,0,1,1,1,1,-1
24,0,11,0,1,0,0,0,4,0,0,0,0,0.0,0.75,3.7202,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
28,14,7,0,3,0,0,0,3,0,0,0,0,0.3929,0.3571,3.7709,2.7885,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
31,12,12,0,4,0,0,0,3,0,0,0,0,0.3226,0.4194,4.0668,2.6258,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
34,14,7,0,4,0,0,0,3,0,0,0,0,0.4706,0.2647,3.9032,2.6995,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
68,13,16,0,3,3,0,0,4,0,0,0,0,0.0294,0.8088,4.5852,3.3927,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
44,15,22,0,4,0,0,0,4,0,0,0,0,0.3182,0.4773,4.4706,2.7899,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
68,7,37,0,2,4,0,0,3,0,0,0,0,0.2941,0.5588,4.7156,2.8074,1,1,0,0,0,0,0,0,1,0,0,0,0,-1
35,15,7,0,4,0,0,0,3,0,0,0,0,0.4857,0.2571,3.9573,2.5559,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
20,4,5,0,1,0,0,0,3,0,0,0,0,0.0,0.75,3.6464,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
32,11,9,0,1,0,0,0,3,0,0,0,0,0.0,0.8438,3.8789,3.0958,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
45,3,28,0,2,1,0,0,4,0,0,0,0,0.0,0.8222,4.125,1.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
30,10,8,0,1,0,0,0,3,0,0,0,0,0.0,0.8333,3.9647,2.7219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
74,13,37,0,2,4,0,0,3,0,0,0,0,0.3784,0.4865,4.7277,3.027,1,1,0,0,0,0,1,0,0,0,0,0,0,-1
49,7,30,0,1,2,0,0,5,0,0,0,0,0.102,0.7143,4.469,2.5216,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
42,9,21,0,1,1,0,0,4,0,0,0,0,0.0,0.8333,4.112,3.1699,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
26,5,9,0,1,1,0,0,3,0,0,0,0,0.0,0.7692,3.8253,2.3219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,12,5,0,1,0,0,0,3,0,0,0,0,0.0,0.8276,3.9523,3.085,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
28,13,8,0,4,0,0,0,3,0,0,0,0,0.3929,0.3214,3.9677,2.9689,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
37,6,7,8,2,0,0,0,3,1,0,0,1,0.0,0.7838,4.1345,1.9183,0,1,0,0,0,0,0,0,0,1,1,1,1,-1
33,12,9,0,1,0,0,0,3,0,0,0,0,0.0,0.8485,3.8849,3.4183,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
28,13,2,0,3,0,0,0,3,0,0,0,0,0.5357,0.1786,3.8154,2.8151,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
25,7,6,0,1,0,0,0,3,0,0,0,0,0.08,0.72,3.8635,2.5216,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
25,5,0,7,1,0,0,0,2,1,0,0,1,0.12,0.64,4.2439,1.9219,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
28,13,2,0,3,0,0,0,3,0,0,0,0,0.5357,0.1786,3.8424,2.7193,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.7159,2.7534,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
33,9,13,0,1,1,0,0,4,0,0,0,0,0.0,0.7879,4.1502,3.1699,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
38,5,21,0,1,1,0,0,4,0,0,0,0,0.0,0.8158,4.0632,2.3219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
25,11,7,0,3,0,0,0,3,0,0,0,0,0.48,0.24,3.7835,2.5949,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
78,6,60,0,2,0,0,0,9,0,0,0,0,0.0,0.8462,4.2801,2.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
24,7,5,0,1,1,0,0,3,0,0,0,0,0.0,0.75,3.8554,2.5216,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
24,13,4,0,3,0,0,0,3,0,0,0,0,0.4167,0.2917,3.8554,2.8731,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
38,11,15,0,1,0,0,0,4,0,0,0,0,0.0,0.8421,3.6749,3.2776,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
28,4,13,0,1,0,0,0,4,0,0,0,0,0.0,0.7857,4.0931,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
32,6,14,0,1,0,0,0,3,0,0,0,0,0.0,0.8438,4.0542,2.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
26,9,5,0,1,0,0,0,3,0,0,0,0,0.0,0.8077,3.8731,2.9477,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
32,12,7,0,4,0,0,0,3,0,0,0,0,0.4375,0.2812,4.0153,2.6887,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
27,9,6,0,1,0,0,0,3,0,0,0,0,0.0,0.8148,3.606,2.5033,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
28,13,2,0,3,0,0,0,3,0,0,0,0,0.5357,0.1786,3.7265,2.6612,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
19,3,5,0,1,0,0,0,3,0,0,0,0,0.0,0.7368,3.5766,1.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
27,7,0,7,1,0,0,0,2,1,0,0,1,0.0,0.7778,4.2084,2.8074,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
35,12,11,0,1,0,0,0,4,0,0,0,0,0.0,0.8286,3.7259,2.7516,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,13,9,0,3,0,0,0,4,0,0,0,0,0.3448,0.3793,4.0473,2.6612,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
51,6,33,0,1,3,0,0,5,0,0,0,0,0.098,0.7059,4.4836,2.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.7623,2.8424,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
22,6,4,0,1,0,0,0,3,0,0,0,0,0.0455,0.7273,3.7544,2.2516,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
30,15,2,0,3,0,0,0,3,0,0,0,0,0.5667,0.1667,3.8477,2.6892,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
28,6,7,0,2,0,0,0,3,0,0,0,0,0.0,0.7857,3.7534,1.9183,0,1,0,0,0,0,0,0,0,2,1,1,1,-1
48,11,22,0,1,0,1,0,4,0,0,0,0,0.0417,0.8125,4.33,3.0958,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
41,6,1,10,2,1,0,0,3,1,0,0,1,0.0488,0.7317,4.3083,2.2516,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
36,10,14,0,1,0,0,0,4,0,0,0,0,0.1111,0.7222,4.1762,2.7219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
31,10,9,0,1,0,0,0,3,0,0,0,0,0.0,0.8387,3.5263,2.7219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
33,11,15,0,4,0,0,0,5,0,0,0,0,0.2727,0.4242,3.9047,2.6635,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
33,13,7,0,4,0,0,0,3,0,0,0,0,0.4545,0.2727,3.9683,2.5654,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
27,8,8,0,1,0,0,0,3,0,0,0,0,0.0,0.8148,3.8842,3.0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1
29,15,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.8144,2.6062,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
27,14,6,0,3,0,0,0,3,0,0,0,0,0.4815,0.2593,3.8562,2.8963,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.5554,2.6456,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
28,3,0,12,1,0,0,0,2,1,0,0,1,0.0,0.7857,4.1375,1.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.7454,2.6995,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
81,10,48,0,3,5,0,0,4,0,0,0,0,0.2593,0.5802,4.7043,2.9219,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
34,14,7,0,4,0,0,0,3,0,0,0,0,0.4706,0.2647,3.9987,2.6995,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
22,4,4,0,2,0,0,0,3,0,0,0,0,0.0,0.7273,3.6635,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
34,14,7,0,4,0,0,0,3,0,0,0,0,0.4706,0.2647,4.0545,2.4956,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
27,10,5,0,1,0,0,0,3,0,0,0,0,0.0,0.8148,3.9764,2.6464,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.8573,2.9852,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
28,13,2,0,3,0,0,0,3,0,0,0,0,0.5357,0.1786,3.655,2.5654,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.5294,2.5567,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
33,13,7,0,4,0,0,0,3,0,0,0,0,0.4545,0.2727,3.9226,2.6612,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
24,6,6,0,1,0,0,0,3,0,0,0,0,0.0,0.7917,3.7721,1.7925,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
24,4,9,0,1,0,0,0,3,0,0,0,0,0.0,0.7917,3.6258,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
40,13,20,0,4,0,0,0,4,0,0,0,0,0.25,0.525,4.3531,2.8151,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
34,9,10,0,2,0,0,0,3,0,0,0,0,0.0,0.8235,4.0797,2.6416,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
31,12,0,6,1,0,0,0,2,1,0,0,1,0.0323,0.7742,4.1958,3.1887,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
25,14,4,0,3,0,0,0,3,0,0,0,0,0.48,0.24,3.8635,3.0391,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
30,13,10,0,4,0,0,0,3,0,0,0,0,0.3333,0.4,3.9899,2.5074,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
31,3,13,0,2,0,0,0,4,0,0,0,0,0.0,0.7742,4.0023,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
65,9,37,0,2,4,0,0,3,0,0,0,0,0.4154,0.4308,4.5493,2.7255,1,1,0,0,0,0,1,0,0,0,0,0,0,-1
40,4,24,0,1,0,0,0,5,0,0,0,0,0.0,0.825,4.0037,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
61,6,20,0,3,0,0,0,4,0,0,0,0,0.0,0.8689,4.0318,2.2516,1,0,0,0,0,0,0,0,1,0,0,0,0,-1
32,4,17,0,1,0,0,0,4,0,0,0,0,0.0,0.8125,4.0778,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
62,5,37,0,2,4,0,0,3,0,0,0,0,0.371,0.4677,4.6675,1.9219,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
28,13,8,0,3,0,1,0,3,0,0,0,0,0.3571,0.3571,4.0836,2.8731,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
37,9,16,0,1,0,0,0,4,0,0,0,0,0.0,0.8378,4.0672,2.9477,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
28,14,7,0,4,0,0,0,3,0,0,0,0,0.3929,0.3214,3.8249,2.8424,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
49,17,20,0,2,0,0,0,5,0,0,0,0,0.0204,0.8163,4.0026,3.1019,0,1,0,0,0,0,0,0,0,1,1,0,0,-1
30,6,13,0,1,0,0,0,4,0,0,0,0,0.0,0.8,3.7232,1.9183,0,1,0,0,0,0,0,0,0,1,1,1,1,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.4126,2.0202,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
30,7,5,0,2,0,0,0,3,0,0,0,0,0.0667,0.7333,4.3232,2.5216,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
25,6,0,6,1,0,0,0,2,1,0,0,1,0.04,0.72,4.1639,2.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
86,24,47,0,2,6,0,0,4,0,0,0,0,0.2442,0.6047,4.8124,3.7721,0,1,0,0,0,0,0,0,0,1,1,0,0,-1
30,5,13,0,1,0,0,0,4,0,0,0,0,0.0,0.8,3.8566,2.3219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
36,13,16,0,4,0,0,0,3,0,0,0,0,0.2778,0.5,4.1972,2.8151,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
41,13,16,0,3,0,0,0,4,0,0,0,0,0.3659,0.4146,4.3059,2.8731,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.7883,2.6995,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
40,5,20,0,2,0,0,0,5,0,0,0,0,0.0,0.8,4.2251,2.3219,0,1,0,0,0,0,0,0,0,1,1,0,0,-1
29,11,6,0,1,0,0,0,3,0,0,0,0,0.0,0.8276,3.9263,2.914,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
31,11,8,0,1,0,0,0,3,0,0,0,0,0.0,0.8387,3.6837,2.914,0,1,0,0,0,0,0,0,0,1,1,0,0,-1
68,13,48,0,4,1,1,0,5,0,0,0,0,0.3824,0.4412,4.3631,2.5654,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
38,2,24,0,1,0,0,0,5,0,0,0,0,0.0263,0.7895,4.0708,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
58,6,40,0,1,5,0,0,4,0,0,0,0,0.2759,0.5345,4.3813,1.9183,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
25,11,7,0,3,0,0,0,3,0,0,0,0,0.48,0.24,3.7533,2.5949,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
23,3,8,0,1,0,0,0,3,0,0,0,0,0.0,0.7826,3.882,1.585,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.7454,2.7534,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
29,14,2,0,3,0,0,0,3,0,0,0,0,0.5517,0.1724,3.8573,2.8963,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
44,10,15,0,3,0,0,0,4,0,0,0,0,0.1136,0.7045,4.2522,3.3219,1,0,0,0,0,0,1,0,1,0,0,0,0,-1
30,7,9,0,2,0,0,0,3,0,0,0,0,0.0,0.8,3.9232,2.5216,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
34,14,7,0,4,0,0,0,3,0,0,0,0,0.4706,0.2647,4.0797,2.8424,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
30,15,2,0,3,0,0,0,3,0,0,0,0,0.5667,0.1667,3.4477,2.1056,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
33,13,7,0,4,0,0,0,3,0,0,0,0,0.4545,0.2727,3.8471,2.3535,0,0,1,1,0,0,1,0,0,0,0,0,0,-1
35,10,13,0,1,0,0,0,4,0,0,0,0,0.0,0.8286,4.1147,2.9219,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
